lad,pop,hd_mort,edu_lv3,income,health_eat,community,fuel_poverty,gp_access,ae_attn,obesity,chd_emer_elec_ratio,test
E07000222,142484,29.96,62.4,22630,29.655681472797536,724.77,10,87.61682242990653,315.4514688583751,8.51893399884879,1.2616487455197134,FALSE
E07000223,63869,28.97,45.5,21528,25.3697629196048,665.12,8.5,79.69565860300231,313.94264981508024,9.57312743636646,0.625,FALSE
E07000224,159827,39.84,49.3,20731,26.65390569591776,716.21,8.6,79.69565860300233,313.94264981508024,9.57312743636646,0.7406143344709897,FALSE
E07000225,120750,27.19,56.300000000000004,21814,30.725554609238753,586.98,9.3,79.69565860300231,313.94264981508024,9.57312743636646,0.8517200474495848,TRUE
E07000226,112448,42.47,49.4,22830,24.535538353272344,547.4,6.9,68.04129810963524,583.3894500561167,11.745272599806,0.8571428571428572,FALSE
E07000227,142217,20.06,68.9,22886,30.05021926722309,494.14,7.3,81.10485924783212,334.9798402789936,7.931571362241914,0.6436990027198549,FALSE
E07000228,149716,23.54,63.7,22839,28.725997519565492,476.71,7.5,81.94114913289144,347.54308960496735,6.93697205977908,0.6063063063063063,FALSE
E07000229,110025,40.82,55.800000000000004,21764,26.69069395804291,651.8,9,79.69565860300231,313.9426498150802,9.57312743636646,0.6356164383561643,FALSE
E07000234,98662,23.86,63.5,20176,28.63862298666463,687.43,9,94.9954178680793,326.1802575107296,11.2413399395293,1.2602339181286548,FALSE
E07000235,78113,19.85,60.3,19309,31.478440388495283,559.06,11.3,86.37983078412634,287.59733387301725,10.7897755523105,1.0909090909090908,TRUE
E07000236,84989,34.14,51.6,19720,23.22616743285749,750.61,9.3,94.9954178680793,326.18025751072963,11.2413399395293,1.9326647564469916,FALSE
E07000237,101891,38.83,54.400000000000006,20618,25.206351556427435,627.73,11.1,86.37983078412637,287.59733387301725,10.7897755523105,1.2697947214076244,FALSE
E07000238,127340,27.71,59.099999999999994,19773,28.02813890670242,579.36,9.5,86.37983078412636,287.59733387301725,10.7897755523105,1.3499999999999999,FALSE
E07000239,101062,35.7,52.1,18897,26.03248544284401,753.48,11.2,76.67470331149524,296.14021741306476,13.7803135375951,1.0762463343108504,TRUE
E08000001,285372,56.03,60.3,15260,23.428815536834755,702.95,13.5,83.61549589075938,341.85754905250514,13.7124248496994,1.9511834319526629,TRUE
E08000002,190108,54.35,63.9,15637,26.314249554318685,625.91,11.7,76.96217236622377,376.32043419957705,11.2583689702894,0.8709150326797385,FALSE
E08000004,235623,69.56,55.900000000000006,15023,23.02462444738291,737.31,12.9,80.11771140675917,423.37704748973033,12.8638178749331,1.1130952380952381,FALSE
E08000005,220001,72.31,55.00000000000001,15255,23.592450033470403,704.23,13.6,77.55107201712867,496.17190572016744,12.7292728498933,0.9087617668356264,FALSE
E08000006,254408,56.72,52.800000000000004,18564,21.5060502825487,885.11,12.8,77.34062307316708,445.3696034994331,12.3469942981514,1.5278766310794782,FALSE
E08000007,291775,37.71,59.8,17833,29.152706946473405,709.25,10.7,85.85322583200013,345.50879861782715,9.48890761022185,1.73266078184111,FALSE
E08000008,225197,58.68,54,17208,22.634219941248414,713.24,11.8,80.69896489595027,406.7481982965713,10.926779000423402,1.5004484304932737,FALSE
E08000009,236370,36.29,70.2,19021,28.591714138326964,600.96,11.4,76.47208768799389,406.0756882981851,10.0411883826554,1.3684210526315792,FALSE
E08000010,326088,46.99,57.00000000000001,15431,22.355452076057432,761.36,11.9,77.71412047495978,446.5114839348728,12.5047889631942,0.9632478632478633,FALSE
E08000011,149571,55.18,37.6,15317,20.293899770875328,939.67,13.9,77.7121541809139,929.6555454145963,13.5128132834468,1.2582278481012659,TRUE
E08000012,494814,55.23,50.9,14538,20.862839824761448,997.02,17.6,90.84465381043871,691.4676275026931,11.9475594979643,1.2528301886792454,FALSE
E08000013,180049,50.95,50.5,15305,23.81198347107438,882.7,12.4,75.61512907502534,609.677509736348,11.8764785825741,1.3871657754010693,FALSE
E08000014,275396,40.31,57.50000000000001,17672,27.038810631739054,912.31,13.1,83.60493127391243,565.53793649115255,10.803680594205751,1.4362244897959182,FALSE
E08000015,323235,40.76,55.50000000000001,17362,26.16805979840334,895.05,13.5,95.21866285792015,519.6147404727959,11.9673005943999,0.8643617021276596,FALSE
E08000016,245199,45.33,46.1,15552,18.991422929779095,856.27,10.7,72.4981495891139,376.00842391529653,17.4786306389044,1.548148148148148,FALSE
E08000017,310542,48.6,44.9,15595,20.61173154604374,828.71,10.8,61.916834293917056,361.8997575041531,14.680013909890498,1.2932098765432098,FALSE
E08000018,264671,42.54,51.4,15465,20.94372816001928,768.22,10.1,75.08838922198619,372.8858855419387,13.6264494820454,1.3269689737470167,FALSE
E08000019,582506,44.95,55.2,15057,23.138261840093417,736.45,10.7,92.14885284412243,312.378350572795,9.7760256554288,0.6848894348894349,FALSE
E08000021,300196,47.25,48.6,16180,21.561493350953995,914.19,13,86.34557375695222,510.64107454775444,11.3953949705439,0.8974358974358974,FALSE
E08000022,205985,47.71,55.1,15370,21.968109339407746,1067.17,9.3,92.48189836013805,432.15432818348603,12.914923134185301,1.478747203579418,FALSE
E08000023,150265,43.67,52.800000000000004,14892,20.408824629191074,982.55,11.2,68.19473385110815,581.2887336197781,14.5152567348314,0.7861635220125787,TRUE
E08000024,277417,46.98,51.800000000000004,14998,19.965986699812433,992.9,12.6,69.65772725833519,712.6873457522971,13.8607625178641,0.8446531791907514,FALSE
E08000025,1141374,55.23,58.9,14093,22.694159106948998,706.06,16.2,72.38684360458772,391.0068134059986,11.0807630415139,0.9966969446738233,FALSE
E08000026,366785,50.47,53.1,14175,22.642473183664535,872.25,14.7,71.29916867803064,446.3179236566344,9.22854943745129,1.8404255319148937,FALSE
E08000027,320626,38.54,56.00000000000001,15878,24.352624313238728,621.76,11.7,78.38477593462959,299.4011976047904,16.1582635473785,0.9227467811158798,FALSE
E08000028,327378,63.07,49.1,13164,19.082286990034955,641,15.2,72.38684360458772,447.780338670809,11.0807630415139,0.7938144329896907,FALSE
E08000030,283378,56.29,49.3,13791,20.415294046584673,688.16,13.7,75.35224594422557,338.3384460829162,13.6813199282845,0.8869936034115139,TRUE
E08000031,262008,57.4,49.5,13926,21.22840748341336,875.6,14.4,71.56596811299742,615.8303490361272,15.4831415780536,1.2957937584803256,TRUE
E08000032,537173,56.1,50.4,14444,23.704601587173048,805.34,13.5,83.50576199918937,336.07824717578154,13.058683463714967,1.689119170984456,FALSE
E08000033,210082,50.57,59.3,16060,24.974247383595127,682.13,10.7,70.21934542966586,343.9719692997092,11.8658774853465,1.5036075036075036,TRUE
E08000034,438727,42.2,60.9,16107,23.078808930950252,632.93,11.4,69.54898604308896,397.10832015778624,11.099216790635582,1.4992927864214993,FALSE
E08000036,345038,51.82,53,15955,20.374432747248708,882.06,9.5,78.36969985456898,391.5430152538045,13.238941230443999,1.9686985172981877,FALSE
E09000002,211998,47.88,53.900000000000006,19234,21.216444477344766,502.68,13.2,60.726198583344534,542.720139494333,12.829835924269,1.1471941122355105,FALSE
E09000003,392140,31.51,70.39999999999999,27455,36.802153360116755,496.98,12.4,76.27906545393,513.0762038214581,7.13581098301426,0.8013565891472868,FALSE
E09000004,247258,33.68,61,20766,28.406291851579528,566.53,9.8,69.15006792255193,276.82219316881844,10.699710775599,0.8382513661202186,FALSE
E09000005,330795,46.21,70.2,23580,32.080015183747065,646.1,14.9,69.2140804091433,547.6399373655767,8.66695854848887,0.9335418295543393,FALSE
E09000006,331096,26.58,65.4,27169,33.93597119211376,502.1,9.1,69.90236309608036,242.23819094555031,7.90831424121066,0.6758563074352548,FALSE
E09000007,262226,33.88,64.1,44892,38.50447115407374,544.12,11.7,102.37723992308236,410.0438295400539,4.90627585958769,1.0750407830342579,FALSE
E09000008,385346,33.13,64.60000000000001,21766,31.89916186124606,493.74,11.5,69.02877233880946,495.70498870009203,8.57134870546141,0.5981981981981982,FALSE
E09000009,341982,44.68,69,26655,37.08280499519693,761.26,13.6,69.29728982978713,567.3580111656313,9.09247188596805,0.7002739726027397,FALSE
E09000010,333869,37.38,64.3,21444,29.34772147634859,567.1,12.6,73.31083217856794,523.00125228202,10.5359734047862,0.8437001594896331,FALSE
E09000011,286186,46.15,58.8,21802,25.719269661111344,565.71,11.3,56.546581890628396,297.3735192982707,9.9682114049694,0.8161434977578476,FALSE
E09000012,279665,59.5,66.5,20175,25.73769732882737,539.13,11.9,103.81894466052124,432.1432737066451,9.54313089021656,1.1069182389937107,FALSE
E09000013,185426,34.78,67.80000000000001,55552,39.40671119250243,666.7,11.7,72.82083646867491,652.8660647689447,4.82342733563267,0.9922394678492239,FALSE
E09000014,270624,40.56,65.4,27179,33.146708780074775,617.47,14.5,67.09702720340204,473.3687435132213,9.84684486530915,1.2568370986920334,FALSE
E09000015,250149,32.95,75.1,23928,34.81822542966795,615.12,13.6,80.6243667173898,451.77526210844536,7.72900136156627,0.8998435054773083,FALSE
E09000016,257810,39.63,56.00000000000001,20095,27.187932231149105,455.75,9.9,65.60818790185016,402.8158539142268,9.96328908031877,1.1710362047440699,TRUE
E09000017,304824,40.96,61.3,23439,28.58364982047726,645.49,11.5,66.77682254137058,508.69339539988954,7.674849504822321,0.8151658767772513,FALSE
E09000018,270782,47.21,67.60000000000001,30230,30.95966660838142,706.87,12.7,62.344518852374264,619.8850036328231,9.82271676186335,0.796260477111541,FALSE
E09000019,239142,47.11,63.1,29371,28.54032601855423,692.2,10.4,91.94262169998474,431.06520945612266,6.88826278996015,1.485519591141397,FALSE
E09000020,156197,19.42,76.3,62600,56.501384107466336,476.14,11.7,84.92783073379198,484.57399261888116,5.77712596273756,0.6992715920915713,FALSE
E09000021,175470,28.68,71.89999999999999,26947,38.69355937667133,498.72,10.9,96.13375130616511,378.6618362699949,5.6903101165678,0.7678721614802354,FALSE
E09000022,325917,49.43,63.5,24965,31.98968430008204,603.22,10.3,93.91430612316591,395.79457778048857,7.020486606660559,0.94831223628692,FALSE
E09000023,303536,43.32,58.099999999999994,22139,30.617071780430326,546.57,10.9,82.666509767004,442.1814905239725,8.77427541979197,1.0991432068543452,FALSE
E09000024,206186,34.07,59.599999999999994,27213,40.60030203876164,559.3,11.1,74.98180914689335,387.8231859883236,6.03540345854069,0.8076241134751773,FALSE
E09000025,352005,52.81,64.4,18537,22.659528778848546,545.16,19.1,68.08465593190573,507.7013766284042,10.7478772566641,0.8188362327534494,FALSE
E09000026,303858,41.24,74.1,20933,29.700174352983545,425.14,13.7,60.957209246182636,383.2260091094707,8.75909752547307,0.7698066126013724,FALSE
E09000027,196904,27.58,68.10000000000001,33258,40.71304474200517,525.12,9.4,82.89371134067063,462.19989175168246,4.37889729980568,0.7662337662337662,TRUE
E09000028,317256,38.13,66.5,23284,31.786939536359487,565.38,9.1,69.19050058591104,457.8527119655964,9.1127748975207,1.0750551876379693,FALSE
E09000029,204525,28.99,67.2,24968,32.582511623154346,579.04,9.1,80.43993330798257,408.16932054198395,8.20802641605283,0.771701388888889,FALSE
E09000030,317705,47.12,64,23227,21.018351895984306,492.56,11.2,87.51819612326805,399.09268043063236,7.0800212765166,0.7381465517241379,FALSE
E09000031,276700,48.05,68,21595,26.953544159516984,485.35,14.6,67.70587309085182,357.15968866347885,8.0974033695104,0.6929133858267716,FALSE
E09000032,326474,39.22,64.9,37288,36.92743513787248,548.64,9.8,83.96244851871421,377.0689916987244,5.51636556319621,0.7900797165633303,FALSE
E09000033,255324,29.59,69.10000000000001,50910,43.69416824210238,487.01,11.4,71.52306422290557,418.8967837449646,5.09570115097047,0.9480812641083523,FALSE
